variable,project_id,RCM,domain,frequency,GCM,experiment_id,period_start,period_end,n_files,path2files
wa600,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua250,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va700,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa1000,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg200,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta200,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus150,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rlus,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua925,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa100,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsutcs,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsdt,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta50,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrro,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua150m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rlut,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va70,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua100m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va30,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg500,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua400,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta500,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
li,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua300m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus925,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hfso,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rluscs,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va750,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua850,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta925,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hurs,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg250,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va600,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta250,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua700,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa150,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg1000,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrso,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va100,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua70,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus200,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua30,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
cape,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
cll,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
clh,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rldscs,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus500,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua250m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus70,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
psl,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg400,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta400,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
pr,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa300,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua200m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
huss,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus250,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua1000,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
od550aer,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrsos,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua750,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta850,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa30,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta70,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus30,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta30,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
evspsbl,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsuscs,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg700,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua600,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsus,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta700,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va150,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
clm,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua100,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va250m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa850,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsut,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta50m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2015-01-01 00:00:00,2100-12-31 23:00:00,86,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va200m,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ts,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsdscs,CORDEX,WRF451Q,EUR-12f,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sfturf,CORDEX,WRF451Q,EUR-12f,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sftlaf,CORDEX,WRF451Q,EUR-12f,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sftlf,CORDEX,WRF451Q,EUR-12f,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
orog,CORDEX,WRF451Q,EUR-12f,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
