variable,project_id,RCM,domain,frequency,GCM,experiment_id,period_start,period_end,n_files,path2files
vas,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sfcWind,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rlds,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
prw,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
uas,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
tas,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
clt,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsds,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rlut,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hurs,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
psl,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
pr,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
huss,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 23:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
evspsbl,CORDEX,WRF451Q,EUR-12,1hr,NorESM2-MM,ssp126,2012-07-01 00:30:00,2100-12-31 23:30:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
vas,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sfcWind,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rlds,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 12:00:00,2100-12-31 12:00:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
uas,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
tas,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
clt,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 12:00:00,2100-12-31 12:00:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsds,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 12:00:00,2100-12-31 12:00:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
tasmin,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sfcWindmax,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
psl,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
pr,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 12:00:00,2100-12-31 12:00:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
tasmax,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
huss,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 11:30:00,2100-12-31 11:30:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
evspsbl,CORDEX,WRF451Q,EUR-12,day,NorESM2-MM,ssp126,2015-01-01 12:00:00,2100-12-31 12:00:00,18,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sfturf,CORDEX,WRF451Q,EUR-12,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sftlaf,CORDEX,WRF451Q,EUR-12,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
sftlf,CORDEX,WRF451Q,EUR-12,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
orog,CORDEX,WRF451Q,EUR-12,fx,NorESM2-MM,ssp126,-,-,1,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa200,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va300,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg750,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta750,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg600,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus100,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa500,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua150,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg100,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus400,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta100,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va850,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus700,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg70,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa250,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg30,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa50,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va200,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua300,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va1000,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrros,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus850,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg150,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa400,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va500,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta150,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
snc,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa925,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
tsl,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrsol,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus750,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va50,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrfso,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg925,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrfsos,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va250,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus50,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa700,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rlutcs,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg300,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua200,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta300,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus1000,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va925,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus300,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
snd,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua50,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va400,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua500,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta600,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg50,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus600,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg850,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa70,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa750,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
snw,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta1000,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrsfl,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa600,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua250,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va700,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa1000,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
zg200,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta200,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
hus150,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ua925,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
wa100,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
rsutcs,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
ta50,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
mrro,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 03:00:00,2100-12-31 21:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va70,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
va30,CORDEX,WRF451Q,EUR-12f,6hr,NorESM2-MM,ssp126,2012-07-01 00:00:00,2100-12-31 18:00:00,89,/gpfs/projects/meteo/WORK/ASNA/projects/euro-cordex/01_EUR12_NorESM2_ssp126/data/postprocessed/CORDEX/
